IMDB,Name,Runtime (mins),Genre,Rating,Votes,Description,Stars,Release_year,End_year,Episodes
2193021,Arrow,42.0,"Action, Adventure, Crime            ",7.5,407109,"    Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.","Stephen Amell, Katie Cassidy, David Ramsey, Susanna Thompson",2012,2020,170
0369179,Two and a Half Men,22.0,"Comedy, Romance            ",7.0,240877,    A hedonistic jingle writer's free-wheeling life comes to an abrupt halt when his brother and 10-year-old nephew move into his beach-front house.,"Jon Cryer, Ashton Kutcher, Angus T. Jones, Conchata Ferrell",2003,2015,262
2707408,Narcos,49.0,"Biography, Crime, Drama            ",8.8,355951,"    A chronicled look at the criminal exploits of Colombian drug lord Pablo Escobar, as well as the many other drug kingpins who plagued the country through the years.","Pedro Pascal, Wagner Moura, Boyd Holbrook, Alberto Ammann",2015,2017,30
9170108,Raised by Wolves,,"Drama, Fantasy, Sci-Fi            ",7.6,45529,    Androids are tasked with raising human children on a mysterious planet.,"Travis Fimmel, Amanda Collin, Abubakar Salim, Winta McGrath",2020, ,11
6473344,SEAL Team,43.0,"Action, Drama, War            ",7.5,16039,"    The lives of the elite Navy SEALs as they train, plan and execute the most dangerous, high-stakes missions our country can ask.","David Boreanaz, Max Thieriot, Neil Brown Jr., A.J. Buckley",2017, ,80
0804503,Mad Men,47.0,Drama            ,8.6,206997,"    A drama about one of New York's most prestigious ad agencies at the beginning of the 1960s, focusing on one of the firm's most mysterious but extremely talented ad executives, Donald Draper.","Jon Hamm, Elisabeth Moss, Vincent Kartheiser, January Jones",2007,2015,92
6226232,Young Sheldon,30.0,Comedy            ,7.4,34333,    Meet a child genius named Sheldon Cooper; (already seen as an adult in The Big Bang Theory (2007)) and his family. Some unique challenges face Sheldon who seems socially impaired.,"Iain Armitage, Zoe Perry, Lance Barber, Montana Jordan",2017, ,73
2861424,Rick and Morty,23.0,"Animation, Adventure, Comedy            ",9.2,373586,    An animated series that follows the exploits of a super scientist and his not-so-bright grandson.,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke",2013, ,42
8633062,The Wilds,,"Adventure, Drama, Mystery            ",7.2,8898,    A group of teens must survive after a crash leaves them stranded. There's just one twist to this thrilling drama - these girls did not end up on this island by accident.,"Rachel Griffiths, Sophia Ali, Shannon Berry, Jenna Clause",2020, ,11
6483832,The Resident,60.0,Drama            ,7.6,18487,    A group of doctors at Chastain Memorial Hospital face personal and professional challenges on a daily basis.,"Matt Czuchry, Emily VanCamp, Manish Dayal, Shaunette Renée Wilson",2018, ,63
10436228,Jurassic World: Camp Cretaceous,24.0,"Animation, Action, Adventure            ",7.4,3589,    Six teens attending an adventure camp on the opposite side of Isla Nublar must band together to survive when dinosaurs wreak havoc on the island.,"Paul-Mikél Williams, Kausar Mohammed, Jenna Ortega, Ryan Potter",2020, ,16
1856010,House of Cards,51.0,Drama            ,8.7,465856,    A Congressman works with his equally conniving wife to exact revenge on the people who betrayed him.,"Kevin Spacey, Michel Gill, Robin Wright, Kate Mara",2013,2018,73
6048596,The Sinner,45.0,"Crime, Drama, Mystery            ",7.9,85371,    Anthology series that examines how and why ordinary people commit brutal crimes.,"Bill Pullman, Dohn Norwood, Adam LeFevre, Jessica Biel",2017, ,25
4270492,Billions,60.0,Drama            ,8.4,69190,"    U.S. Attorney Chuck Rhoades goes after hedge fund king Bobby ""Axe"" Axelrod in a battle between two powerful New York figures.","Paul Giamatti, Damian Lewis, Maggie Siff, David Costabile",2016, ,61
4016454,Supergirl,43.0,"Action, Adventure, Drama            ",6.3,110854,    The adventures of Superman's cousin in her own superhero career.,"Melissa Benoist, Chyler Leigh, David Harewood, Mehcad Brooks",2015,2021,126
4955642,The Good Place,22.0,"Comedy, Drama, Fantasy            ",8.2,113925,    Four people and their otherworldly frienemy struggle in the afterlife to define what it means to be good.,"Kristen Bell, William Jackson Harper, Jameela Jamil, D'Arcy Carden",2016,2020,50
3502248,Bosch,51.0,"Crime, Drama            ",8.4,46127,    An L.A.P.D. homicide detective works to solve the murder of a thirteen-year-old boy while standing trial in federal court for the murder of a serial killer.,"Titus Welliver, Jamie Hector, Amy Aquino, Lance Reddick",2014, ,70
1196946,The Mentalist,43.0,"Crime, Drama, Mystery            ",8.1,165096,"    A famous ""psychic"" outs himself as a fake, and starts working as a consultant for the California Bureau of Investigation so he can find ""Red John"", the madman who killed his wife and daughter.","Simon Baker, Robin Tunney, Tim Kang, Owain Yeoman",2008,2015,151
1489428,Justified,44.0,"Action, Crime, Drama            ",8.6,86438,"    U.S. Marshal Raylan Givens is reassigned from Miami to his childhood home in the poor, rural coal mining towns of eastern Kentucky.","Timothy Olyphant, Nick Searcy, Joelle Carter, Jacob Pitts",2010,2015,78
4604612,The Alienist,60.0,"Crime, Drama, Mystery            ",7.7,44849,    Newspaper illustrator John Moore meets with criminal psychologist (alienist) Dr. Laszlo Kreizler to investigate a serial killer in New York during the late 19th century.,"Daniel Brühl, Dakota Fanning, Luke Evans, Robert Wisdom",2018,2020,18
0367279,Arrested Development,22.0,Comedy            ,8.7,276291,"    Level-headed son Michael Bluth takes over family affairs after his father is imprisoned. But the rest of his spoiled, dysfunctional family are making his job unbearable.","Jason Bateman, Michael Cera, Portia de Rossi, Will Arnett",2003,2019,84
9184820,Star Trek: Lower Decks,,"Animation, Action, Adventure            ",6.8,6734,"    The support crew serving on one of Starfleet's least important ships, the U.S.S. Cerritos, have to keep up with their duties, often while the ship is being rocked by a multitude of sci-fi anomalies.","Tawny Newsome, Jack Quaid, Noël Wells, Eugene Cordero",2020, ,20
8080292,The Watch,,"Action, Adventure, Comedy            ",4.8,2174,"    Based on the characters from Terry Pratchett's Discworld novels, A group of misfit cops rise up from decades of helplessness to save their corrupt city from catastrophe.","Richard Dormer, Lara Rossi, Adam Hugill, Marama Corlett",2020, ,8
0285403,Scrubs,22.0,"Comedy, Drama            ",8.3,236033,"    In the unreal world of Sacred Heart Hospital, intern John ""J.D."" Dorian learns the ways of medicine, friendship and life.","Zach Braff, Donald Faison, Sarah Chalke, John C. McGinley",2001,2010,182
6524350,Big Mouth,30.0,"Animation, Comedy, Romance            ",8.0,56898,    Teenage friends find their lives upended by the wonders and horrors of puberty.,"Nick Kroll, John Mulaney, Jessi Klein, Jason Mantzoukas",2017, ,43
0844441,True Blood,55.0,"Drama, Fantasy, Mystery            ",7.8,228634,"    Telepathic waitress Sookie Stackhouse encounters a strange new supernatural world when she meets the mysterious Bill Compton, a southern Louisiana gentleman and vampire.","Anna Paquin, Stephen Moyer, Sam Trammell, Ryan Kwanten",2008,2014,81
1399045,MacGyver,43.0,"Action, Adventure, Drama            ",5.3,16927,"    Young Angus ""Mac"" MacGyver works for a clandestine organization within the U.S. government, relying on his unconventional problem-solving skills to save lives.","Lucas Till, Tristin Mays, Justin Hires, Meredith Eaton",2016, ,88
0285331,24,44.0,"Action, Crime, Drama            ",8.3,171291,    Jack Bauer races against the clock to subvert terrorist plots and save his nation from ultimate disaster.,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard, Dennis Haysbert",2001,2010,195
5788792,The Marvelous Mrs. Maisel,57.0,"Comedy, Drama            ",8.7,79647,    A housewife in 1958 decides to become a stand-up comic.,"Rachel Brosnahan, Alex Borstein, Michael Zegen, Marin Hinkle",2017, ,27
3673794,Kingdom,43.0,Drama            ,8.5,14882,    A retired MMA fighter turned trainer juggles keeping his mixed martial arts gym running and keeping his family united.,"Frank Grillo, Kiele Sanchez, Matt Lauria, Jonathan Tucker",2014,2017,40
1828327,Last Man Standing,30.0,Comedy            ,7.6,29372,    A married father of three tries to maintain his manliness in a world increasingly dominated by women.,"Tim Allen, Nancy Travis, Hector Elizondo, Christoph Sanders",2011, ,179
5057054,Jack Ryan,60.0,"Action, Drama, Thriller            ",8.1,89287,"    An up-and-coming CIA analyst, Jack Ryan, is thrust into a dangerous field assignment as he uncovers a pattern in terrorist communication that launches him into the center of a dangerous gambit.","John Krasinski, Wendell Pierce, John Hoogenakker, Abbie Cornish",2018, ,21
6111130,S.W.A.T.,43.0,"Action, Adventure, Crime            ",7.0,14173,    Follows a locally born and bred S.W.A.T. sergeant and his team of highly-trained men and women as they solve crimes in Los Angeles.,"Shemar Moore, Alex Russell, Lina Esco, Jay Harrington",2017, ,77
3743822,Fear the Walking Dead,44.0,"Drama, Horror, Sci-Fi            ",6.9,112138,"    A Walking Dead spin-off, set in Los Angeles, following two families who must band together to survive the undead apocalypse.","Kim Dickens, Frank Dillane, Cliff Curtis, Rubén Blades",2015, ,86
2712740,The Goldbergs,22.0,Comedy            ,8.1,31311,"    This ABC show takes place in Jenkintown, Pennsylvania in the 1980s and follows the lives of a family named The Goldbergs.","Wendi McLendon-Covey, Sean Giambrone, Troy Gentile, Hayley Orrantia",2013, ,176
1378167,NCIS: Los Angeles,43.0,"Action, Crime, Drama            ",6.7,48574,"    The Naval Criminal Investigation Service's Office of Special Projects takes on the undercover work and the hard to crack cases in LA. Key agents are G. Callen and Sam Hanna, streets kids risen through the ranks.","Chris O'Donnell, Daniela Ruah, Barrett Foa, Linda Hunt",2009, ,280
2632424,The Originals,45.0,"Drama, Fantasy, Horror            ",8.2,117090,    A family of power-hungry thousand-year-old vampires look to take back the city that they built and dominate all those who have done them wrong.,"Joseph Morgan, Daniel Gillies, Claire Holt, Phoebe Tonkin",2013,2018,92
2372162,Orange Is the New Black,59.0,"Comedy, Crime, Drama            ",8.1,278491,"    Convicted of a decade old crime of transporting drug money to an ex-girlfriend, normally law-abiding Piper Chapman is sentenced to a year and a half behind bars to face the reality of how life-changing prison can really be.","Taylor Schilling, Danielle Brooks, Taryn Manning, Emma Myles",2013,2019,91
2930604,Star Wars: Rebels,22.0,"Animation, Action, Adventure            ",8.0,30620,    A brave and clever ragtag starship crew stands up against the evil Empire as it tightens its grip on the galaxy and hunts down the last of the Jedi Knights.,"Taylor Gray, Dave Filoni, Vanessa Marshall, Freddie Prinze Jr.",2014,2018,76
4655480,Chicago Med,43.0,Drama            ,7.5,14787,"    The city's most highly skilled medical team saves lives, while navigating their unique interpersonal relationships.","Nick Gehlfuss, Yaya DaCosta, Torrey DeVitto, Brian Tee",2015, ,112
7016936,Killing Eve,42.0,"Action, Adventure, Drama            ",8.3,85412,"    After a series of events, the lives of a security operative and an assassin become inextricably linked.","Jodie Comer, Sandra Oh, Fiona Shaw, Kim Bodnia",2018, ,26
8416494,Doom Patrol,60.0,"Action, Adventure, Comedy            ",7.9,33931,    The adventures of an idealistic mad scientist and his field team of superpowered outcasts.,"Diane Guerrero, April Bowlby, Matt Bomer, Brendan Fraser",2019, ,25
0264235,Curb Your Enthusiasm,28.0,Comedy            ,8.7,102459,    The life and times of Larry David and the predicaments he gets himself into with his friends and complete strangers.,"Larry David, Cheryl Hines, Jeff Garlin, Susie Essman",2000, ,101
2243973,Hannibal,44.0,"Crime, Drama, Horror            ",8.5,227358,"    Explores the early relationship between renowned psychiatrist, Hannibal Lecter, and his patient, a young FBI criminal profiler, who is haunted by his ability to empathize with serial killers.","Hugh Dancy, Mads Mikkelsen, Caroline Dhavernas, Laurence Fishburne",2013,2015,39
0368530,One Tree Hill,60.0,"Drama, Romance, Sport            ",7.7,71795,"    Half-brothers Lucas and Nathan Scott trade between kinship and rivalry both on the basketball court and in the hearts of their friends in the small, but not so quiet town of Tree Hill, North Carolina.","Chad Michael Murray, James Lafferty, Hilarie Burton, Bethany Joy Lenz",2003,2012,187
7772588,For All Mankind,60.0,"Drama, Sci-Fi            ",7.6,12158,"    In an alternative version of 1969, the Soviet Union beats the United States to the Moon, and the space race continues on for decades with still grander challenges and goals.","Joel Kinnaman, Michael Dorman, Jodi Balfour, Wrenn Schmidt",2019, ,21
3749900,Gotham,42.0,"Action, Crime, Drama            ",7.8,211502,    The story behind Detective James Gordon's rise to prominence in Gotham City in the years before Batman's arrival.,"Ben McKenzie, Jada Pinkett Smith, Donal Logue, Camren Bicondova",2014,2019,100
1567432,Teen Wolf,41.0,"Action, Drama, Fantasy            ",7.6,126305,    An average high school student and his best friend get caught up in some trouble causing him to receive a werewolf bite. As a result they find themselves in the middle of all sorts of dramas in Beacon Hills.,"Tyler Posey, Holland Roden, Dylan O'Brien, Linden Ashby",2011,2017,100
7942796,Magnum P.I.,43.0,"Action, Adventure, Crime            ",5.8,8887,    An ex-Navy SEAL returns from Afghanistan and uses his military skills to become a private investigator in Hawaii.,"Jay Hernandez, Perdita Weeks, Zachary Knighton, Stephen Hill",2018, ,52
0491738,Psych,44.0,"Comedy, Crime, Mystery            ",8.3,85099,"    A novice sleuth is hired by the Police after he cons them into thinking he has psychic powers which help solve crimes. With the assistance of his reluctant best friend, the duo take on a series of complicated cases.","James Roday Rodriguez, Dulé Hill, Timothy Omundson, Corbin Bernsen",2006,2014,121
1740299,The Man in the High Castle,60.0,"Drama, Sci-Fi, Thriller            ",8.0,86646,"    In a dystopian America dominated by Nazi Germany and Imperial Japan, a young woman discovers a mysterious film that may hold the key to toppling the totalitarian regimes.","Alexa Davalos, Luke Kleintank, Rufus Sewell, Rupert Evans",2015,2019,40
7772602,In the Dark,42.0,"Comedy, Crime, Drama            ",7.4,6061,"    A young, blind woman tries to solve her friend's murder.","Perry Mattfeld, Rich Sommer, Brooke Markham, Morgan Krantz",2019, ,27
1836037,Longmire,60.0,"Action, Crime, Drama            ",8.3,29121,"    Walt Longmire is the dedicated and unflappable sheriff of Absaroka County, Wyoming. Widowed only a year, he is a man in psychic repair but buries his pain behind his brave face, unassuming grin and dry wit.","Robert Taylor, Katee Sackhoff, Lou Diamond Phillips, Cassidy Freeman",2012,2017,63
