IMDB,Name,Runtime (mins),Genre,Rating,Votes,Description,Stars,Release_year,End_year,Episodes,Seasons,Distributor,Genres,Story
12800428,Game On! A Comedy Crossover Event,30.0,"Comedy, Family            ",5.6,145,"    Worlds collide in this special event featuring familiar faces, surprise cameos and stories of spirited competition from four different comedy series.","Gabriel Iglesias, Tia Mowry-Hardrict, Paul Wight, Anthony Alabi",2020, ,4,1,Netflix,"Comedy ,Family","Worlds collide in this special event featuring familiar faces, surprise cameos and stories of spirited competition from four different comedy series."
8170404,Ballmastrz 9009,11.0,"Animation, Action, Comedy            ",7.1,424,"    After a scandalous fall, one of the greatest players of ""The Game"", Gaz Digzy, must guide the worst team that ever participated to prove herself to the crazed ruler Crayzar.","Natasha Lyonne, Jessica DiCicco, Dana Snyder, Eric Bauza",2018, ,20,2,Adult Swim,"Animation ,Action ,Comedy ,Sci-Fi ,Sport","After a scandalous fall, one of the greatest players of ""The Game"", Gaz Digzy, must guide the worst team that ever participated to prove herself to the crazed ruler Crayzar."
0306370,The Osbournes,22.0,"Comedy, Music, Reality-TV            ",5.6,3371,    A look at the home and family life of Ozzy Osbourne.,"Ozzy Osbourne, Sharon Osbourne, Jack Osbourne, Kelly Osbourne",2002,2005,52,4,Music Television,"Comedy ,Music ,Reality-TV","Each episode shows us scenes from the real life of a typical multimillionaire middle-aged heavy-metal rock star with two teenagers, a shopaholic wife that's the real head of the house, a large stable of unruly pets, and some of the many people they meet up with. Events include teen daughter Kelly secretly getting a tattoo; run-ins with noisy neighbors; and preparations for a concert tour."
3012540,Creative Galaxy,,"Animation, Family, Sci-Fi            ",5.0,229,"    Follow the adventures of Arty and his sidekick Epiphany, as they search the galaxy to solve creative problems with art! Whether Arty needs to create a painting for the new children's ...                See full summary »
","Kira Gelineau, Devan Cohen, Kallan Holley, Scott McCord",2013,2019,37,3,Amazon Instant Video,None,"Follow the adventures of Arty and his sidekick Epiphany, as they search the galaxy to solve creative problems with art! Whether Arty needs to create a painting for the new children's library, a stuffed animal for his sister, or make a mask for his jungle pretend play, Arty and Epiphany come to the rescue by enlisting the help of the most creative of all - the preschool home viewer."
3908868,Decker,11.0,"Action, Comedy, Crime            ",8.0,1212,    CIA agent Jack Decker has to save the United States from terrorists due to an incompetent president.,"Tim Heidecker, Joe Estevez, Gregg Turkington, James Mane Jr.",2014, ,49,6,Adult Swim,"Action ,Comedy ,Crime ,Thriller","Left-leaning, cowardly President Davidson is the worst president in American history. Luckily for America, conservative CIA agent Jack Decker (Tim Heidecker) is here to protect our nation. Decker risks his life fighting against terrorism and the dominant liberal establishment, assisted by Special Agent, master code-breaker, and film buff Jonathan Kington (Gregg Turkington). Together, the two are putting America first in an effort to make it great again. In-universe, Decker is the directorial debut and passion project of Tim Heidecker, who also hosts a film review podcast with Gregg, and is the lead singer in his band, Dekkar."
12313750,Weather Report,1.0,"Comedy, News            ",9.0,176,David Lynch gives daily weather reports in Los Angeles.,"  David Lynch, David Lynch",2005, ,22,2,Davidlynch.com,"Comedy ,News",David Lynch gives daily weather reports in Los Angeles.
2361849,Blood Relatives,42.0,"Documentary, Crime            ",7.5,252,    Real life cases about families and the murders that tore them apart.,"Lawrence Moran, Brenda Strong, Cloyce Martin, Jayd Swendseid",2012, ,67,6,Investigation Discovery,"Documentary ,Crime",Real life cases about families and the murders that tore them apart.
0433286,Dragon Booster,30.0,"Adventure, Action, Animation            ",7.4,768,    A teenager named Artha Penn teams up with a dragon named Beau and Artha was the chosen hero called the Dragon Booster.,"Matt Hill, Kathleen Barr, Garry Chalk, Mark Oliver",2004,2006,39,3,ABC Family,"Adventure ,Action ,Animation ,Fantasy ,Sci-Fi ,Thriller","In a timeless world, humans and dragons co-exist together. An ordinary teenager named Artha Penn was plunged into a extraordinary adventure when he was the chosen one to ride Beaucephalis, the dragon of legend (or sometimes called Beau for short). It was then Artha's life was changed when he transformed into the a legendary known as the Dragon Booster! Artha's quest is to save the world from a war and uniting dragons and humans forever and racing to win dragon races where the 12-ton reptiles go fast at 200 miles per hour. The time has come to release the power of the dragon!"
0229916,The Others,60.0,"Drama, Horror, Mystery            ",7.7,645,"    A young female college student who can see ghosts joins a team of friends from various age groups and walks of life who use their psychic abilities to investigate cases involving ghosts, demons and other entities from 'the other side.'","Julianne Nicholson, Gabriel Macht, Missy Crider, Bill Cobbs",2000,,13,1,National Broadcasting Company,"Drama ,Horror ,Mystery ,Sci-Fi","College student Marian Kitt is terrified to discover that she has the power to see into the ""other side."" Word of Marian's vision spreads to Professor Miles Ballard, a student of paranormal and psychic phenomena. He introduces Marian to ""the others,"" a group of individuals with the ability to vicariously experience the feelings, thoughts and experiences of others, and to help them understand paranormal phenomena. Famed medium Elmer Greentree is their spiritual leader and a mentor figure for Marian, whose potential to see ""all of the light"" is strong. With Marian now among them, they will help each other understand their abilities as they encounter otherworldly, often frightening, alternative dimensions. And all the while, a dark force looms over them."
0460655,The Loop,,Comedy            ,7.4,1881,    A recent college graduate adjusts to life as a corporate drone.,"Bret Harrison, Eric Christian Olsen, Mimi Rogers, Philip Baker Hall",2006,2007,18,2,Fox Network,Comedy,"Recently graduated Sam Sullivan is the youngest executive in crude Russ's airline's Chicago HQ. Sam's ruthlessly ambitious direct chief, feminist Meryl, considers him a sexually desirable toy and fun to abuse because of his noble naiveté. Sam's brother, screw-up Sully, doesn't just live in his flat as a useless parasite, he compounds surprising problems, usually at some point also dumped on Sam."
2341339,Randy Cunningham: 9th Grade Ninja,15.0,"Animation, Short, Action            ",6.6,807,    An ordinary ninth grader is chosen to become The Ninja. He is tasked with protecting the town from evil as well as balancing his school life with friends and homework.,"Ben Schwartz, Andrew Lewis Caldwell, Facundo Reyes, John DiMaggio",2012,2015,73,2,Disney XD,"Animation ,Short ,Action ,Adventure ,Comedy ,Family ,Fantasy ,Sci-Fi",An ordinary ninth grader is chosen to become The Ninja. He is tasked with protecting the town from evil as well as balancing his school life with friends and homework.
7896392,Dallas & Robo,,"Animation, Comedy, Sci-Fi            ",6.6,274,"    Follows a space trucker named Dallas (Dennings) and a cowboy hat-wearing robot named Robo (Cena) as they journey through the universe looking for work.The two are interplanetary big rig ...                See full summary »
","John Cena, Kat Dennings, Stephen Root, Tim Blake Nelson",2018, ,8,1,None,"Animation ,Comedy ,Sci-Fi","Follows a space trucker named Dallas (Dennings) and a cowboy hat-wearing robot named Robo (Cena) as they journey through the universe looking for work.The two are interplanetary big rig drivers navigating the dangers of cannibal bikers, rival space truckers and vending machine burritos all looking to make a little cash."
5711138,Imaginary Mary,22.0,"Animation, Comedy, Fantasy            ",5.5,1149,"    A workaholic adult woman's imaginary friend from childhood comes back to her, but ends up being more of a troublemaker than a great companion.","Jenna Elfman, Stephen Schneider, Nicholas Coombe, Matreya Scarrwener",2017,,9,1,American Broadcasting Company,"Animation ,Comedy ,Fantasy","A hard working independent woman, Alice, is all grown up, but when faced with a challenge she soon comes across an old childhood friend to help her through her fear of intimacy and children. Only problem is Alice is the only one who can see this blast from the past, imiginary Mary, and Mary doesn't exactly see things eye to eye with Alice."
0457246,Kappa Mikey,22.0,"Animation, Adventure, Comedy            ",6.5,1018,"    Parody of Japanese anime, featuring a guy named Mikey who travels to Japan to star in an anime, where he discovers his new co-stars are all basically walking anime clichés.","Jesse Adams, Michael Sinterniklaas, Sean Schemmel, Gary Littman",2006,2008,48,2,None,"Animation ,Adventure ,Comedy",Self-Absored Mikey Simon travels from America to Tokyo to after failing as an actor he is signed to become a cheap parody cliche of anime shows and wreak havoc amongst his new friends without ever truly learning from punishments but tries his version of his best.
3123004,The Fuzz,22.0,"Comedy, Crime            ",6.6,374,"    When a string of violent, drug-related crimes rock the seedy Puppet Town neighborhood, Herbie, a puppet cop, must work together with his hapless human partner Sanchez to track down the ...                See full summary »
","Rachel Bloom, Peter Bradley, Dustin Brayley, Wayne Chang",2014,,5,1,Yahoo,None,"When a string of violent, drug-related crimes rock the seedy Puppet Town neighborhood, Herbie, a puppet cop, must work together with his hapless human partner Sanchez to track down the dangerous puppet drug dealer Rainbow Brown, who will stop at nothing in becoming the most powerful criminal in the city."
0386986,Tutenstein,22.0,"Animation, Short, Action            ",7.0,2365,"    An inquisitive 12-year-old girl accidentally awakens the mummy of a young Egyptian pharaoh, who finds it difficult to accept that no one worships him in the 21st century.","Crystal Scales, Lex Lang, David Lodge, Jeannie Elias",2003,2007,39,3,National Broadcasting Company,"Animation ,Short ,Action ,Adventure ,Family ,Fantasy","12-year-old Cleo's knowledge of Ancient Egypt is turned on its head when a bolt of lightning awakens the mummified body of child Pharaoh Tut-ankh-en-set-amun on display in a local museum. Together with her pet cat Luxor, she attempts to help him adjust to life in the 21st Century."
0262995,Victoria & Albert,200.0,"Biography, Drama, History            ",7.5,942,"    The passionate love story that was Queen Victoria and Prince Albert's lengthy marriage. Beginning in 1837, the year of King William IV's death and eighteen-year-old Victoria's ascension to ...                See full summary »
","Victoria Hamilton, Jonathan Firth, James Callis, Diana Rigg",2001,,2,1,A&E Home Video,"Biography ,Drama ,History ,Romance","The passionate love story that was Queen Victoria and Prince Albert's lengthy marriage. Beginning in 1837, the year of King William IV's death and eighteen-year-old Victoria's ascension to the throne, this mini-series charts the tumultuous period in 19th century England where Victoria comes to terms with the enormous duties that lay ahead of her, while also falling deeply in love with her beloved Albert of Saxe-Coburg-Gotha. The marriage and birth of their nine children are featured, as is Albert's frustration by the inactivity he experienced in the early years of his role as Prince Consort."
2782710,Vice,30.0,"Documentary, News            ",8.9,4087,"    Documentary series featuring startling, groundbreaking stories from around the world.","Shane Smith, Gianna Toboni, Thomas Morton, Ben Anderson",2013, ,128,6,Home Box Office,None,"A fearless, raw approach to storytelling is the trademark of ""VICE,"" a groundbreaking newsmagazine series that tackles global issues often overlooked by traditional media. From anti-government rebellions, to hotbeds of terrorist activity, to conflict and corruption, ""VICE"" uses an engrossing documentary style to bring unique perspective to events shaping the future. The series takes its name from a youth media company operating in more than 34 countries. Its founder, Shane Smith, is the host and chief on-air correspondent of ""VICE,"" joined by a network of reporters including VICE co-founder Suroosh Alvi, documentary filmmaker and author Ben Anderson, Academy Award-winning documentary filmmaker and journalist Fazeelat Aslam, and Iranian photojournalist and filmmaker Gelareh Kiazand."
3854942,Hot Bench,,Reality-TV            ,4.8,341,"    A panel of three judges hear court cases, argue the merits of the case amongst themselves, and render a verdict.","Tanya Acker, Patricia DiMango, Larry Bakman, Sonia Montejano",2014, ,1210,6,CBS Media Ventures,Reality-TV,"A panel of three judges hear court cases, argue the merits of the case amongst themselves, and render a verdict."
10329660,Ultimate Tag,,Reality-TV            ,4.9,288,"    Competitors who must vault, dodge, tumble and dive their way through several different three-dimensional courses.","Derek Watt, J.J. Watt, Carrie Bernans, Chay Denne",2020, ,10,1,Fox Network,Reality-TV,"Competitors who must vault, dodge, tumble and dive their way through several different three-dimensional courses."
12578922,SparkShorts,8.0,"Animation, Short, Comedy            ",8.0,152,"    Series of independent animated short films produced by Pixar filmmakers and artists. The films are independent shorts launched as an experimental storytelling initiative that gives ...                See full summary »
","Kyle McDaniel, Eli Fucile, Emilio Fuentes, Bret 'Brook' Parker",2019, ,8,1,Disney+,"Animation ,Short ,Comedy ,Family","Series of independent animated short films produced by Pixar filmmakers and artists. The films are independent shorts launched as an experimental storytelling initiative that gives employees of varying backgrounds the studio's resources and funding to explore their ideas, experiment, and develop a low-budget project of their own within six months."
0423642,Dog Whisperer with Cesar Millan,110.0,"Family, Reality-TV            ",8.0,2585,    Dog lover Cesar Millan has an uncanny ability to rehabilitate problem dogs of all shapes and sizes.,"Cesar Millan, Daddy, Paul Dini, Ilusion Millan",2004,2016,233,9,National Geographic Channel,"Family ,Reality-TV",Dog lover Cesar Millan has an uncanny ability to rehabilitate problem dogs of all shapes and sizes.
0374440,Paradise Hotel,60.0,"Reality-TV, Romance            ",4.9,556,"    With a fresh cast of eleven sexy guys and girls, Paradise Hotel 2 offers more drama, passion, and manipulation than its predecessor. Sex and seduction emerge as primary tools of ...                See full summary »
","Amanda Byram, Mark Thompson, McKenna Maduli, James Adamitis",2003, ,58,3,Fox Network,"Reality-TV ,Romance","With a fresh cast of eleven sexy guys and girls, Paradise Hotel 2 offers more drama, passion, and manipulation than its predecessor. Sex and seduction emerge as primary tools of manipulation as players stop at nothing to escape eviction. Within the cast, you'll find a macho loose canon, an all-American cheerleader virgin, and a smooth-talking Italian stud. These guests aren't afraid to throw caution to the wind, and they'll steam up each episode with a tasty combination of lust and betrayal!"
0338580,Baby Looney Tunes,30.0,"Animation, Comedy, Family            ",6.1,3811,    The characters of Looney Tunes are all babies and live with Granny.,"Sam Vincent, June Foray, Terry Klassen, Britt McKillip",2002,2005,51,2,Kids' WB,"Animation ,Comedy ,Family",The characters of Looney Tunes are all babies and live with Granny.
5066664,Cannon Busters,,"Animation, Fantasy            ",6.9,913,"    Explore the fantastic land of Gearbolt as we follow a motley crew of travelers on an unforgettable journey to reunite 2 best friends. S.A.M. is a high-end, friendship robot determined to ...                See full summary »
","Kenn Michael, Kamali Minter, Stephanie Sheh, Kausar Mohammed",2019, ,12,1,None,"Animation ,Fantasy","Explore the fantastic land of Gearbolt as we follow a motley crew of travelers on an unforgettable journey to reunite 2 best friends. S.A.M. is a high-end, friendship robot determined to reunite with her best friend Kelby, the missing heir to her Kingdom under siege. Casey Turnbuckle is an out-dated, spunky grease-monkey repair robot, looking for an upgrade. Philly the Kid is a wanted, immortal fugitive just looking for a chance to shake them. Along for the ride is the greatest swordsman never known and an oversized Cadillac Eldorado that transforms into a sentient, giant robot. On their own, they're a lost cause. Together, they're the hippest group of travelers in action-fantasy."
2948562,Tumble Leaf,23.0,"Animation, Short, Adventure            ",8.7,394,"    Tumble Leaf is a series aimed at preschoolers, set in a whimsical land where a small blue fox named Fig plays each day and discovers adventure, friendship and love around every bend in the ...                See full summary »
","Christopher Downs, Alex Trugman, Brooke Wolloff, Zac McDowell",2013,2019,52,4,Amazon Instant Video,"Animation ,Short ,Adventure ,Family ,Fantasy","Tumble Leaf is a series aimed at preschoolers, set in a whimsical land where a small blue fox named Fig plays each day and discovers adventure, friendship and love around every bend in the path. Children will be enriched by these narratives that promote play, the fun of learning and understanding the world around them."
1684910,Mad Love,30.0,"Comedy, Romance            ",6.6,4158,"    Revolves around a quartet of single friends in New York City-- two who are falling in love and two who despise each other, at least initially.","Jason Biggs, Sarah Chalke, Judy Greer, Tyler Labine",2011,,13,1,CBS,"Comedy ,Romance","Revolves around a quartet of single friends in New York City-- two who are falling in love and two who despise each other, at least initially."
1501515,Gigantic,30.0,"Drama, Family            ",5.0,254,"    A half-hour dramedy that takes a fictional look at the glitzy, chaotic and often hilarious life of being a Hollywood ""it"" kid. Set in the world of the Hollywood elite packed with A-list ...                See full summary »
","Tony Oller, Ryan Rottman, Grace Gummer, Jolene Purdy",2010,2011,19,2,Nickelodeon Network,"Drama ,Family","A half-hour dramedy that takes a fictional look at the glitzy, chaotic and often hilarious life of being a Hollywood ""it"" kid. Set in the world of the Hollywood elite packed with A-list parties and privilege, it tells a coming-of-age story infused with pop culture fame. It's not easy being teenagers growing up in the shadow of their parents' superstar status, and ""Gigantic"" skewers the celebrity machine while exposing the humanity and comedy beneath the glamour of Tinseltown. With an insider look behind the tabloids and gossip blogs, it features an ensemble cast that includes: 17-year-old Anna (Grace Gummer) and her younger brother Walt (Tony Oller), both kids of a famous movie star couple; their best friends Piper (Jolene Purdy) and Finn (Malcolm Kelley); frenemy Vanessa (Gia Mantegna) and Anna's boy crush with a big secret Joey (Ryan Rottman)."
0950721,Back to You,30.0,Comedy            ,6.5,2095,    A pair of star news anchors work together at a local TV station.,"Kelsey Grammer, Patricia Heaton, Josh Gad, Ty Burrell",2007,2008,17,1,Fox Network,Comedy,"After a glorious career all the way to L.A., a scandal forces Chuck to resume his co-anchorman job in a Pittsburgh TV station. This starts a bizarre social dynamic with his colleagues, especially his ex Kelly, whose daughter turns out to be his too. The others admire Chuck, but have their own problems, from eager beaver Gary, who gets all the rotten jobs plus bad luck, over the bird-brain weather woman and over-confident old sports reporter to young and insecure manager Ryan."
0981216,Cavemen,30.0,"Comedy, Sci-Fi            ",4.3,2370,    A trio of Neanderthals struggle to live in modern day America.,"Bill English, Nick Kroll, Kaitlin Doubleday, Stephanie Lemelin",2007,2008,15,1,American Broadcasting Company,"Comedy ,Sci-Fi",A trio of Neanderthals struggle to live in modern day America.
2838492,Treehouse Masters,42.0,"Comedy, Reality-TV            ",7.3,1203,    A man builds one-of-a-kind treehouses.,"Pete Nelson, Tory Jones, Christina Salway, Dana Klisanin",2013, ,100,11,Animal Planet,"Comedy ,Reality-TV",A man builds one-of-a-kind treehouses.
0380934,Newlyweds: Nick & Jessica,30.0,"Reality-TV, Romance            ",3.8,974,"    ""Newlyweds"" follows the lives of pop stars Nick Lachey and Jessica Simpson in the same way ""The Osbournes"" follows Ozzy's clan.","Jessica Simpson, Nick Lachey, Drew Lachey, Tina Simpson",2003,2005,40,3,Music Television,"Reality-TV ,Romance","""Newlyweds"" follows the lives of pop stars Nick Lachey and Jessica Simpson in the same way ""The Osbournes"" follows Ozzy's clan."
0839847,Heartland,,Drama            ,6.0,223,    Heart surgeon Nathaniel Grant's dedication to his work takes a toll on his health and his relationships.,"Treat Williams, Kari Matchett, Chris William Martin, Danielle Nicolet", 2007,,9,1,TNT,Drama,Heart surgeon Nathaniel Grant's dedication to his work takes a toll on his health and his relationships.
1460534,Stranger Things,30.0,Sci-Fi            ,8.6,605,    An all original Sci Fi/Horror anthology series.,"Adam Duckworth, Daniel Waller, Elliott Stegall, Toby Turner",2008, ,5,1,Illusion On-Demand,Sci-Fi,An all original Sci Fi/Horror anthology series.
5233094,The Curse of Oak Island: Drilling Down,,Talk-Show            ,7.2,249,"    Looking back at the seasons past, going behind the scenes and talking about the teams plans for the future of the search for hidden treasure on Oak Island.","Matty Blake, Marty Lagina, Rick Lagina, Craig Tester",2015, ,30,8,None,Talk-Show,"Looking back at the seasons past, going behind the scenes and talking about the teams plans for the future of the search for hidden treasure on Oak Island."
10710138,Dragon Ball Z Abridged,10.0,"Animation, Action, Comedy            ",9.3,310,    Dragon Ball Z Abridged is a direct parody with most characters and plot lines remaining relatively unchanged.,"Lawrence Simpson, Nick Landis, Scott Frerichs, Curtis Arnott",2008,2018,67,3,None,"Animation ,Action ,Comedy",Dragon Ball Z Abridged is a direct parody with most characters and plot lines remaining relatively unchanged.
2850332,Brother vs. Brother,60.0,Reality-TV            ,6.1,326,"    Team Jonathan VS Team Drew. The Brothers get two teams built of various skills (i.e contractors, designers, realators) & have a series of competitions, each week sending home a competitors....                See full summary »
","Drew Scott, Jonathan Silver Scott, J.D. Scott, Hilary Farr",2013, ,42,7,None,Reality-TV,"Team Jonathan VS Team Drew. The Brothers get two teams built of various skills (i.e contractors, designers, realators) & have a series of competitions, each week sending home a competitors. The final man (or women) standing takes the title of Brother VS Brother."
2114184,The High Fructose Adventures of Annoying Orange,30.0,"Animation, Action, Adventure            ",2.0,2896,"    A television series of the popular YouTube series ''Annoying Orange''. Where Orange (Dane Boedigheimer) goes on an adventure with his friends. His weird friend Nerville (Toby Turner) ...                See full summary »
","Dane Boedigheimer, Toby Turner, Justine Ezarik, Bobby Jennings",2012,2014,62,2,Cartoon Network,"Animation ,Action ,Adventure ,Comedy ,Family ,Fantasy",A television series of the popular YouTube series ''Annoying Orange''. Where Orange (Dane Boedigheimer) goes on an adventure with his friends. His weird friend Nerville (Toby Turner) basically played by a YouTuber has a fear of aliens. So Orange and his friends is the one that can stop the adventure.
2288050,Here Comes Honey Boo Boo,60.0,Reality-TV            ,2.6,7218,"    A reality TV show featuring the life of Toddlers and Tiaras competitor Alana, A.K.A. 'Honey Boo Boo', and her overweight family, as they live every day.","Jo Shannon, Alana Thompson, June Shannon, Jessica Shannon",2012,2017,59,5,The Learning Channel,Reality-TV,"Alana and her mother, June, have been become two of the more familiar Toddlers & Tiaras faces after a 2012 episode showed Alana drinking go-go juice before a competition. The drink, which worked her into a frenzy in front of the cameras, is a combination of Red Bull and Mountain Dew and had the pair working the talk show circuit earlier in the year to defend their caffeine consumption. Nicknamed Honey Boo Boo, Alana and her family, mother June, dad Sugar Bear and sisters Lauryn, Jessica and Anna, will be the focus of the series when the youngest daughter isn't competing in pageants."
4633166,The Hotwives of Las Vegas,30.0,Comedy            ,6.5,405,"    Set in a city where dreams and fortunes are made every day, along with hundreds of new cases of herpes. Meet a fresh batch of real Hotwives loving and clawing their way through the town ...                See full summary »
","Erinn Hayes, Tymberlee Hill, Angela Kinsey, Dannah Feinglass Phirman",2015, ,7,1,Hulu,Comedy,"Set in a city where dreams and fortunes are made every day, along with hundreds of new cases of herpes. Meet a fresh batch of real Hotwives loving and clawing their way through the town with smiles on their faces - cause the Botox won't let them frown."
2244871,The Goodwin Games,30.0,Comedy            ,6.7,2591,    Three estranged siblings are brought together once again at their father's funeral. His last will states that they must bond as a family via games thought up by their late father or they won't inherit the $23 million he has left them.,"Becki Newton, Scott Foley, T.J. Miller, Melissa Tang",2013,,8,1,20th Century Fox Television,Comedy,Three estranged siblings are brought together once again at their father's funeral. His last will states that they must bond as a family via games thought up by their late father or they won't inherit the $23 million he has left them.
1841204,Lizard Lick Towing,30.0,Reality-TV            ,4.6,1872,    Ronny opened Lizard Lick with one truck. The business grew over 10 years with Ronny's best friend Bobby.,"Ron Shirley, Amy Shirley, Bobby Brantley, Brian Lee",2011, ,104,7,truTV,Reality-TV,"Ron and Amy Shirley primarily repossess vehicles and machinery. Their clients are lien holders. Ron's role is to locate and repossess property, while Amy deals with irate owners who come demanding that their property be returned. Ron opened ""Lizard Lick Towing"" in 1998 with one truck. With Amy's help, the business grew over a period of 10 years to become a successful company with a staff of 15 and a fleet of 20 trucks. Ron, who is an ordained minister with a soft spot for people who have fallen on hard times, prepares a huge barbecue meal each year to help some of the people who have had their property repossessed by ""Lizard Lick Towing""."
5486088,Walk the Prank,22.0,"Comedy, Reality-TV            ",3.9,381,    Four kids pull off real pranks on unsuspecting people.,"Jennifer Aspinall, Cody Veith, Jillian Shea Spaeder, Brandon Severs",2016, ,60,3,Disney XD,"Comedy ,Reality-TV",Four kids pull off real pranks on unsuspecting people.
8257674,Buried in the Backyard,,Crime            ,7.1,126,"    For most people, the backyard, and the backyards of their neighborhood, are safe havens, places where children can play and families and friends can gather. But sometimes there is something...                See full summary »
","Sadie Medley, Amir Mo, Rhoda Pell, Kelly Ann Barrett",2018, ,48,3,Oxygen Network,None,"For most people, the backyard, and the backyards of their neighborhood, are safe havens, places where children can play and families and friends can gather. But sometimes there is something sinister lurking beneath the well-trimmed hedges and fences. This series focuses on true-crime stories where the victim was found buried in the most unsuspecting of places, the backyard. However, finding the remains is only the beginning, and each episode will follow the police investigation from discovering the body to identifying it, determining cause of death and who committed the murder."
1388589,The Super Hero Squad Show,,"Animation, Action, Comedy            ",6.1,1489,"    Marvel's greatest heroes and evilest of villains battle it out in action packed, yet somewhat satirical alternate universe-style adventures.","Tom Kenny, David Boat, Steve Blum, Travis Willingham",2009,2011,52,2,Cartoon Network,"Animation ,Action ,Comedy ,Family ,Sci-Fi","Marvel's greatest heroes and evilest of villains battle it out in action packed, yet somewhat satirical alternate universe-style adventures."
5763648,Ghosts of Shepherdstown,42.0,Reality-TV            ,6.5,816,"    Destination America will investigate the paranormal activities within Shepherdstown, West Virginia, in its latest series. Produced by Blade Brothers outfit MAK Pictures, Ghosts of ...                See full summary »
","Bill Hartley, Nick Groff, Elizabeth Saint, Mike King",2016, ,15,2,Destination America,Reality-TV,"Destination America will investigate the paranormal activities within Shepherdstown, West Virginia, in its latest series. Produced by Blade Brothers outfit MAK Pictures, Ghosts of Shepherdstown will follow a trio of investigators trying to understand the slew of paranormal disturbances that constitute the majority of the historic town's 911 calls. Brought in by chief of police Michael King, the group includes paranormal investigator Nick Groff, tech whiz Bill Hartley and ""paranormal sensitive"" Elizabeth Saint. Each episode of Ghosts starts with a 911 call from a resident experiencing a strange happening, such as the sighting of a headless woman or the appearance of a body floating down the river. The police then call Groff, Hartley and Saint, who rush to the scene to look for evidence of ghostly activity. Later on, they enlist the help of local historians and psychics to understand the occurrences."
11305746,Momma Named Me Sheriff,12.0,"Animation, Comedy            ",6.1,333,"    He still lives at home with his Momma, his best friend is a doll, and he's the Sheriff of Old Town.","Will Carsola, Jay Johnston, Kaitlyn Robrock, Dave Stewart",2019, ,9,1,Adult Swim,"Animation ,Comedy","He still lives at home with his Momma, his best friend is a doll, and he's the Sheriff of Old Town."
3037520,Hollywood Game Night,43.0,"Comedy, Game-Show            ",7.2,1598,"    Features two contestants, each with a team of celebrity guests, competing in pop culture party games for a chance to win $25,000.","Jane Lynch, Alexandria Sounis, Tim Neff, Ric Markmann",2013, ,78,6,National Broadcasting Company,"Comedy ,Game-Show","Each week two people leave their ordinary lives behind as they and a group of popular celebrities gather together to play a series of outrageous and hilarious party games that include quizzes featuring celebrity and popular culture. The civilians compete with each other, but each person has a team of celebrities for assistance, vying for the opportunity to take home a $25,000 cash prize. Adding to the party atmosphere is the host -- award-winning actress, comic and singer Jane Lynch -- and an energetic house band."
11744632,Babies,,Documentary            ,7.0,588,    A look at how infants learn and discover during their first year of life.,"9,   Pascal Wallisch",2020, ,12,2,Netflix,Documentary,A look at how infants learn and discover during their first year of life.
7084418,Malibu Dan the Family Man,22.0,Comedy            ,4.6,109,    Malibu Dan is a fresh new comedy about a talk show host and his family.,"David A.R. White, Kelly Stables, Andrea Logan, Lauren Harper",2017, ,24,1,Pure Flix Entertainment,Comedy,Malibu Dan is a fresh new comedy about a talk show host and his family.
0247098,The Geena Davis Show,30.0,Comedy            ,5.0,239,"    Sexy and sophisticated Manhattan party-planner Teddie Cochran starts dating writer Max Ryan. The two hit it off, and Teddie soon moves into Max's suburban home along with his two children, six-year-old Eliza and 13-year-old Carter.","Geena Davis, Peter Horton, Mimi Rogers, Kim Coles",2000,2001,22,1,None,Comedy,"Sexy and sophisticated Manhattan party-planner Teddie Cochran starts dating writer Max Ryan. The two hit it off, and Teddie soon moves into Max's suburban home along with his two children, six-year-old Eliza and 13-year-old Carter."
0790603,Aliens in America,30.0,Comedy            ,7.4,3457,    A young Muslim student from Pakistan is sent to live with a Christian family in Wisconsin as part of a foreign exchange program.,"Dan Byrd, Adhir Kalyan, Amy Pietz, Lindsey Shaw",2007,2008,18,1,The CW Network,Comedy,A young Muslim student from Pakistan is sent to live with a Christian family in Wisconsin as part of a foreign exchange program.
0280257,Greg the Bunny,22.0,Comedy            ,7.6,1594,"    Greg the Bunny is one of the 3.2 million fabricated Americans (""puppets"") living in the United States. Wanting a job that doesn't involve working only on Easter, he convinces his roommate ...                See full summary »
","Eugene Levy, Seth Green, Bob Gunton, Sarah Silverman",2002,2004,13,1,Fox Network,Comedy,"Greg the Bunny is one of the 3.2 million fabricated Americans (""puppets"") living in the United States. Wanting a job that doesn't involve working only on Easter, he convinces his roommate Jimmy Bender to find him a job on the kid's show ""Sweetknuckle Junction"", which his father Gil directs. While Greg thinks he's going in for a backstage office job, he inadvertently bluffs his way into becoming a cast member."
1615926,Running Wilde,30.0,Comedy            ,6.9,3029,"    Steven Wilde always had everything he wanted, due to his improbably rich father. Except the girl, Emmy Kadubic, who is an environmentalist. Emmy and her daughter, Puddle come to live with him.","Will Arnett, Keri Russell, Stefania LaVie Owen, Mel Rodriguez",2010,2011,13,1,FX Network,Comedy,"Steven Wilde always had everything he wanted, due to his improbably rich father. Except the girl, Emmy Kadubic, who is an environmentalist. Emmy and her daughter, Puddle come to live with him."
